Product ID,SKU,Product Name,Brand,Category,Subcategory,Description,Original Price ($),Discount (%),Sale Price ($),Currency,Stock Quantity,Stock Status,Rating,Review Count,Weight (kg),Color,Size,Is Featured,Is New Arrival,Is Bestseller,Date Added,Tags,Image URL,Product URL
PROD-000339,BEA-00339-182,The Ordinary Revitalizing Exfoliator,The Ordinary,Beauty & Health,Wellness,Revitalizing Exfoliator by The Ordinary. High-quality retail product with excellent durability and performance. Perfect for everyday use.,149.69,25,112.27,USD,2705,In Stock,4.4,524,18.79,Gray,XS,No,No,No,2022-05-27,"beauty & health, the ordinary, exfoliator, revitalizing",https://images.retail-demo.com/beauty-health/exfoliator-5.jpg,https://retail-demo.com/products/prod-000339
PROD-000134,CLO-00134-993,Uniqlo Relaxed Ankle Boots,Uniqlo,Clothing & Apparel,Accessories,Relaxed Ankle Boots by Uniqlo. High-quality retail product with excellent durability and performance. Perfect for everyday use.,129.75,5,123.26,USD,3863,In Stock,3.8,12702,18.42,Black,10,No,No,No,2023-03-01,"clothing & apparel, uniqlo, ankle boots, relaxed",https://images.retail-demo.com/clothing-apparel/ankle-boots-5.jpg,https://retail-demo.com/products/prod-000134
PROD-000011,ELE-00011-662,Apple Smart Bluetooth Speaker,Apple,Electronics,Computers,Smart Bluetooth Speaker by Apple. High-quality retail product with excellent durability and performance. Perfect for everyday use.,2045.57,30,1431.9,USD,3893,In Stock,4.5,2108,6.7,Gold,8,No,Yes,No,2023-02-16,"electronics, apple, bluetooth speaker, smart",https://images.retail-demo.com/electronics/bluetooth-speaker-3.jpg,https://retail-demo.com/products/prod-000011
PROD-000568,AUT-00568-842,Pioneer Long-Lasting Car Wash Kit,Pioneer,Automotive,Safety,Long-Lasting Car Wash Kit by Pioneer. High-quality retail product with excellent durability and performance. Perfect for everyday use.,57.37,30,40.16,USD,3943,In Stock,3.5,6902,11.17,Red,M,Yes,Yes,No,2022-09-19,"automotive, pioneer, car wash kit, long-lasting",https://images.retail-demo.com/automotive/car-wash-kit-3.jpg,https://retail-demo.com/products/prod-000568
PROD-000390,SPO-00390-709,Columbia Ultra Trail Running Shoes,Columbia,Sports & Outdoors,Running,Ultra Trail Running Shoes by Columbia. High-quality retail product with excellent durability and performance. Perfect for everyday use.,379.63,0,379.63,USD,1535,In Stock,4.1,6387,21.63,Silver,XL,No,Yes,No,2023-07-11,"sports & outdoors, columbia, trail running shoes, ultra",https://images.retail-demo.com/sports-outdoors/trail-running-shoes-4.jpg,https://retail-demo.com/products/prod-000390
PROD-000350,BEA-00350-141,Neutrogena Soothing Nail Polish,Neutrogena,Beauty & Health,Men's Grooming,Soothing Nail Polish by Neutrogena. High-quality retail product with excellent durability and performance. Perfect for everyday use.,124.18,0,124.18,USD,4333,In Stock,4.6,4360,1.85,Blue,S,No,No,No,2022-07-18,"beauty & health, neutrogena, nail polish, soothing",https://images.retail-demo.com/beauty-health/nail-polish-1.jpg,https://retail-demo.com/products/prod-000350
PROD-000417,SPO-00417-500,Fitbit High-Performance Cooler,Fitbit,Sports & Outdoors,Water Sports,High-Performance Cooler by Fitbit. High-quality retail product with excellent durability and performance. Perfect for everyday use.,207.62,10,186.86,USD,4785,In Stock,4.6,4188,19.35,Orange,L,No,No,No,2023-11-23,"sports & outdoors, fitbit, cooler, high-performance",https://images.retail-demo.com/sports-outdoors/cooler-2.jpg,https://retail-demo.com/products/prod-000417
PROD-000114,CLO-00114-400,Under Armour Casual Blazer,Under Armour,Clothing & Apparel,Kids',Casual Blazer by Under Armour. High-quality retail product with excellent durability and performance. Perfect for everyday use.,32.88,40,19.73,USD,4468,In Stock,5.0,2961,2.65,Green,9,No,No,No,2024-07-02,"clothing & apparel, under armour, blazer, casual",https://images.retail-demo.com/clothing-apparel/blazer-5.jpg,https://retail-demo.com/products/prod-000114
PROD-000558,AUT-00558-326,Magellan Heavy-Duty Car Wax,Magellan,Automotive,Electronics,Heavy-Duty Car Wax by Magellan. High-quality retail product with excellent durability and performance. Perfect for everyday use.,56.9,15,48.36,USD,76,In Stock,4.9,7288,0.59,Blue,9,No,Yes,Yes,2022-07-04,"automotive, magellan, car wax, heavy-duty",https://images.retail-demo.com/automotive/car-wax-5.jpg,https://retail-demo.com/products/prod-000558
PROD-000172,FOO-00172-633,Pringles Natural Quinoa,Pringles,Food & Grocery,Snacks,Natural Quinoa by Pringles. High-quality retail product with excellent durability and performance. Perfect for everyday use.,36.78,30,25.75,USD,4685,In Stock,4.8,3982,17.16,Gray,M,No,No,No,2023-07-04,"food & grocery, pringles, quinoa, natural",https://images.retail-demo.com/food-grocery/quinoa-4.jpg,https://retail-demo.com/products/prod-000172
PROD-000547,AUT-00547-614,Mobil 1 Long-Lasting Trailer Hitch Lock,Mobil 1,Automotive,Car Care,Long-Lasting Trailer Hitch Lock by Mobil 1. High-quality retail product with excellent durability and performance. Perfect for everyday use.,304.98,40,182.99,USD,3898,In Stock,4.0,12302,3.1,Multicolor,7,No,Yes,No,2023-07-18,"automotive, mobil 1, trailer hitch lock, long-lasting",https://images.retail-demo.com/automotive/trailer-hitch-lock-2.jpg,https://retail-demo.com/products/prod-000547
PROD-000285,HOM-00285-217,Pottery Barn Scandinavian Area Rug,Pottery Barn,Home & Furniture,Decor,Scandinavian Area Rug by Pottery Barn. High-quality retail product with excellent durability and performance. Perfect for everyday use.,1901.6,40,1140.96,USD,72,In Stock,4.1,9201,8.72,Red,N/A,No,Yes,No,2023-10-20,"home & furniture, pottery barn, area rug, scandinavian",https://images.retail-demo.com/home-furniture/area-rug-4.jpg,https://retail-demo.com/products/prod-000285
PROD-000474,TOY-00474-113,Fisher-Price Interactive Chess Set,Fisher-Price,Toys & Games,Arts & Crafts,Interactive Chess Set by Fisher-Price. High-quality retail product with excellent durability and performance. Perfect for everyday use.,179.47,25,134.6,USD,1468,In Stock,4.9,6025,12.34,White,One Size,No,No,Yes,2022-06-24,"toys & games, fisher-price, chess set, interactive",https://images.retail-demo.com/toys-games/chess-set-1.jpg,https://retail-demo.com/products/prod-000474
PROD-000039,ELE-00039-434,Sony Smart Noise Cancelling Headphones,Sony,Electronics,Audio,Smart Noise Cancelling Headphones by Sony. High-quality retail product with excellent durability and performance. Perfect for everyday use.,478.86,10,430.97,USD,3724,In Stock,3.8,3472,19.05,Navy,XL,No,No,No,2022-06-17,"electronics, sony, noise cancelling headphones, smart",https://images.retail-demo.com/electronics/noise-cancelling-headphones-4.jpg,https://retail-demo.com/products/prod-000039
PROD-000306,BEA-00306-271,MAC Lightweight Gua Sha Stone,MAC,Beauty & Health,Men's Grooming,Lightweight Gua Sha Stone by MAC. High-quality retail product with excellent durability and performance. Perfect for everyday use.,123.96,0,123.96,USD,2166,In Stock,4.2,8374,17.17,Multicolor,6,Yes,Yes,No,2024-02-14,"beauty & health, mac, gua sha stone, lightweight",https://images.retail-demo.com/beauty-health/gua-sha-stone-4.jpg,https://retail-demo.com/products/prod-000306
PROD-000076,CLO-00076-554,New Balance Formal Chinos,New Balance,Clothing & Apparel,Shoes,Formal Chinos by New Balance. High-quality retail product with excellent durability and performance. Perfect for everyday use.,188.53,10,169.68,USD,1779,In Stock,3.1,6075,23.77,Gold,XXL,Yes,No,No,2024-01-05,"clothing & apparel, new balance, chinos, formal",https://images.retail-demo.com/clothing-apparel/chinos-1.jpg,https://retail-demo.com/products/prod-000076
PROD-000429,SPO-00429-923,Rawlings Lightweight Gym Gloves,Rawlings,Sports & Outdoors,Gym & Fitness,Lightweight Gym Gloves by Rawlings. High-quality retail product with excellent durability and performance. Perfect for everyday use.,77.36,40,46.42,USD,516,In Stock,4.6,3618,10.71,Silver,12,No,No,No,2022-09-05,"sports & outdoors, rawlings, gym gloves, lightweight",https://images.retail-demo.com/sports-outdoors/gym-gloves-5.jpg,https://retail-demo.com/products/prod-000429
PROD-000576,AUT-00576-539,Garmin Professional Grade Car Air Freshener,Garmin,Automotive,Electronics,Professional Grade Car Air Freshener by Garmin. High-quality retail product with excellent durability and performance. Perfect for everyday use.,83.13,20,66.5,USD,4911,In Stock,4.4,5214,6.19,Black,11,No,No,Yes,2023-08-26,"automotive, garmin, car air freshener, professional grade",https://images.retail-demo.com/automotive/car-air-freshener-2.jpg,https://retail-demo.com/products/prod-000576
PROD-000426,SPO-00426-344,Speedo Pro Resistance Bands,Speedo,Sports & Outdoors,Water Sports,Pro Resistance Bands by Speedo. High-quality retail product with excellent durability and performance. Perfect for everyday use.,443.83,0,443.83,USD,4857,In Stock,3.1,420,9.78,Silver,7,No,No,No,2024-12-29,"sports & outdoors, speedo, resistance bands, pro",https://images.retail-demo.com/sports-outdoors/resistance-bands-4.jpg,https://retail-demo.com/products/prod-000426
PROD-000016,ELE-00016-268,Sony Advanced Smart Home Hub,Sony,Electronics,TV & Home Theater,Advanced Smart Home Hub by Sony. High-quality retail product with excellent durability and performance. Perfect for everyday use.,1229.52,5,1168.04,USD,480,In Stock,4.7,14790,0.15,Navy,XL,No,No,Yes,2024-05-16,"electronics, sony, smart home hub, advanced",https://images.retail-demo.com/electronics/smart-home-hub-5.jpg,https://retail-demo.com/products/prod-000016
PROD-000389,SPO-00389-691,Patagonia Training Snorkel Set,Patagonia,Sports & Outdoors,Cycling,Training Snorkel Set by Patagonia. High-quality retail product with excellent durability and performance. Perfect for everyday use.,437.72,15,372.06,USD,1706,In Stock,4.1,311,8.36,Multicolor,N/A,No,Yes,No,2022-11-02,"sports & outdoors, patagonia, snorkel set, training",https://images.retail-demo.com/sports-outdoors/snorkel-set-3.jpg,https://retail-demo.com/products/prod-000389
PROD-000412,SPO-00412-393,Fitbit Waterproof Surfboard,Fitbit,Sports & Outdoors,Water Sports,Waterproof Surfboard by Fitbit. High-quality retail product with excellent durability and performance. Perfect for everyday use.,347.98,50,173.99,USD,223,In Stock,5.0,13257,2.15,Brown,S,No,No,Yes,2022-09-29,"sports & outdoors, fitbit, surfboard, waterproof",https://images.retail-demo.com/sports-outdoors/surfboard-5.jpg,https://retail-demo.com/products/prod-000412
PROD-000532,AUT-00532-921,Michelin Professional Grade Battery Tender,Michelin,Automotive,Performance,Professional Grade Battery Tender by Michelin. High-quality retail product with excellent durability and performance. Perfect for everyday use.,67.42,30,47.19,USD,1130,In Stock,3.8,3743,10.39,Navy,N/A,No,No,No,2024-01-11,"automotive, michelin, battery tender, professional grade",https://images.retail-demo.com/automotive/battery-tender-1.jpg,https://retail-demo.com/products/prod-000532
PROD-000246,HOM-00246-977,Pottery Barn Modern Dining Chair,Pottery Barn,Home & Furniture,Bedroom,Modern Dining Chair by Pottery Barn. High-quality retail product with excellent durability and performance. Perfect for everyday use.,785.39,0,785.39,USD,1755,In Stock,4.7,12781,16.22,Purple,L,No,No,Yes,2024-11-17,"home & furniture, pottery barn, dining chair, modern",https://images.retail-demo.com/home-furniture/dining-chair-1.jpg,https://retail-demo.com/products/prod-000246
PROD-000061,ELE-00061-295,Bose Smart Drone,Bose,Electronics,Smart Home,Smart Drone by Bose. High-quality retail product with excellent durability and performance. Perfect for everyday use.,2451.19,5,2328.63,USD,3142,In Stock,3.9,2374,12.76,Multicolor,M,Yes,No,No,2024-04-29,"electronics, bose, drone, smart",https://images.retail-demo.com/electronics/drone-3.jpg,https://retail-demo.com/products/prod-000061
PROD-000080,CLO-00080-844,Tommy Hilfiger Comfort Trench Coat,Tommy Hilfiger,Clothing & Apparel,Accessories,Comfort Trench Coat by Tommy Hilfiger. High-quality retail product with excellent durability and performance. Perfect for everyday use.,41.62,30,29.13,USD,355,In Stock,3.4,10082,22.73,Purple,7,No,No,No,2022-03-05,"clothing & apparel, tommy hilfiger, trench coat, comfort",https://images.retail-demo.com/clothing-apparel/trench-coat-1.jpg,https://retail-demo.com/products/prod-000080
PROD-000032,ELE-00032-566,Samsung Pro Mechanical Keyboard,Samsung,Electronics,TV & Home Theater,Pro Mechanical Keyboard by Samsung. High-quality retail product with excellent durability and performance. Perfect for everyday use.,634.75,25,476.06,USD,596,In Stock,4.2,12595,22.16,Pink,L,No,No,No,2024-03-29,"electronics, samsung, mechanical keyboard, pro",https://images.retail-demo.com/electronics/mechanical-keyboard-2.jpg,https://retail-demo.com/products/prod-000032
PROD-000283,HOM-00283-152,IKEA Bohemian Wardrobe,IKEA,Home & Furniture,Storage,Bohemian Wardrobe by IKEA. High-quality retail product with excellent durability and performance. Perfect for everyday use.,943.33,0,943.33,USD,4889,In Stock,3.1,5290,23.32,Pink,12,No,No,No,2024-01-04,"home & furniture, ikea, wardrobe, bohemian",https://images.retail-demo.com/home-furniture/wardrobe-1.jpg,https://retail-demo.com/products/prod-000283
PROD-000298,BEA-00298-237,NARS Brightening Cologne,NARS,Beauty & Health,Body Care,Brightening Cologne by NARS. High-quality retail product with excellent durability and performance. Perfect for everyday use.,58.03,5,55.13,USD,2383,In Stock,4.8,9665,12.58,White,One Size,No,No,Yes,2022-01-22,"beauty & health, nars, cologne, brightening",https://images.retail-demo.com/beauty-health/cologne-2.jpg,https://retail-demo.com/products/prod-000298
PROD-000181,FOO-00181-123,Doritos Low-Sodium Fish Oil,Doritos,Food & Grocery,International,Low-Sodium Fish Oil by Doritos. High-quality retail product with excellent durability and performance. Perfect for everyday use.,17.3,10,15.57,USD,942,In Stock,3.1,11650,8.64,White,9,No,Yes,No,2024-11-22,"food & grocery, doritos, fish oil, low-sodium",https://images.retail-demo.com/food-grocery/fish-oil-2.jpg,https://retail-demo.com/products/prod-000181
PROD-000519,AUT-00519-105,Husky Liners Long-Lasting Jump Starter,Husky Liners,Automotive,Performance,Long-Lasting Jump Starter by Husky Liners. High-quality retail product with excellent durability and performance. Perfect for everyday use.,109.64,50,54.82,USD,146,In Stock,3.2,8760,3.01,Gray,9,No,No,No,2024-04-09,"automotive, husky liners, jump starter, long-lasting",https://images.retail-demo.com/automotive/jump-starter-5.jpg,https://retail-demo.com/products/prod-000519
PROD-000304,BEA-00304-237,CeraVe Soothing Setting Spray,CeraVe,Beauty & Health,Men's Grooming,Soothing Setting Spray by CeraVe. High-quality retail product with excellent durability and performance. Perfect for everyday use.,8.24,0,8.24,USD,1319,In Stock,3.3,9710,12.86,Multicolor,8,No,Yes,No,2022-12-07,"beauty & health, cerave, setting spray, soothing",https://images.retail-demo.com/beauty-health/setting-spray-3.jpg,https://retail-demo.com/products/prod-000304
PROD-000324,BEA-00324-534,NYX Volumizing Nail Polish,NYX,Beauty & Health,Makeup,Volumizing Nail Polish by NYX. High-quality retail product with excellent durability and performance. Perfect for everyday use.,44.05,40,26.43,USD,4085,In Stock,3.7,3018,10.54,Silver,XXL,No,No,No,2023-07-27,"beauty & health, nyx, nail polish, volumizing",https://images.retail-demo.com/beauty-health/nail-polish-4.jpg,https://retail-demo.com/products/prod-000324
PROD-000543,AUT-00543-245,Michelin OEM Quality Car Vacuum,Michelin,Automotive,Tools,OEM Quality Car Vacuum by Michelin. High-quality retail product with excellent durability and performance. Perfect for everyday use.,396.47,10,356.82,USD,1170,In Stock,3.6,463,14.78,Black,N/A,No,No,No,2023-03-18,"automotive, michelin, car vacuum, oem quality",https://images.retail-demo.com/automotive/car-vacuum-2.jpg,https://retail-demo.com/products/prod-000543
PROD-000164,FOO-00164-180,Heinz Sugar-Free Brown Rice,Heinz,Food & Grocery,Pantry,Sugar-Free Brown Rice by Heinz. High-quality retail product with excellent durability and performance. Perfect for everyday use.,31.74,10,28.57,USD,3251,In Stock,4.6,4384,23.99,Beige,8,No,Yes,No,2023-09-07,"food & grocery, heinz, brown rice, sugar-free",https://images.retail-demo.com/food-grocery/brown-rice-1.jpg,https://retail-demo.com/products/prod-000164
PROD-000131,CLO-00131-266,Tommy Hilfiger Formal Yoga Pants,Tommy Hilfiger,Clothing & Apparel,Shoes,Formal Yoga Pants by Tommy Hilfiger. High-quality retail product with excellent durability and performance. Perfect for everyday use.,53.18,30,37.23,USD,2609,In Stock,3.3,10049,24.77,Orange,12,No,No,No,2023-11-20,"clothing & apparel, tommy hilfiger, yoga pants, formal",https://images.retail-demo.com/clothing-apparel/yoga-pants-5.jpg,https://retail-demo.com/products/prod-000131
PROD-000098,CLO-00098-153,Gap Modern Cardigan,Gap,Clothing & Apparel,Accessories,Modern Cardigan by Gap. High-quality retail product with excellent durability and performance. Perfect for everyday use.,276.19,20,220.95,USD,4897,In Stock,3.8,5548,15.81,Green,S,No,Yes,No,2024-03-02,"clothing & apparel, gap, cardigan, modern",https://images.retail-demo.com/clothing-apparel/cardigan-3.jpg,https://retail-demo.com/products/prod-000098
PROD-000115,CLO-00115-729,Zara Formal Swimsuit,Zara,Clothing & Apparel,Shoes,Formal Swimsuit by Zara. High-quality retail product with excellent durability and performance. Perfect for everyday use.,111.94,0,111.94,USD,2888,In Stock,4.5,14940,6.94,Silver,XS,Yes,No,Yes,2024-01-15,"clothing & apparel, zara, swimsuit, formal",https://images.retail-demo.com/clothing-apparel/swimsuit-5.jpg,https://retail-demo.com/products/prod-000115
PROD-000356,BEA-00356-848,Drunk Elephant Lightweight Body Wash,Drunk Elephant,Beauty & Health,Wellness,Lightweight Body Wash by Drunk Elephant. High-quality retail product with excellent durability and performance. Perfect for everyday use.,123.82,0,123.82,USD,306,In Stock,4.2,4926,14.45,White,11,Yes,No,No,2023-12-14,"beauty & health, drunk elephant, body wash, lightweight",https://images.retail-demo.com/beauty-health/body-wash-4.jpg,https://retail-demo.com/products/prod-000356
PROD-000466,TOY-00466-966,Fisher-Price Classic Connect Four,Fisher-Price,Toys & Games,Outdoor Play,Classic Connect Four by Fisher-Price. High-quality retail product with excellent durability and performance. Perfect for everyday use.,160.04,30,112.03,USD,4306,In Stock,4.2,13626,17.84,Orange,11,Yes,No,No,2024-08-01,"toys & games, fisher-price, connect four, classic",https://images.retail-demo.com/toys-games/connect-four-1.jpg,https://retail-demo.com/products/prod-000466
PROD-000005,ELE-00005-723,Lenovo Premium Power Bank,Lenovo,Electronics,Cameras,Premium Power Bank by Lenovo. High-quality retail product with excellent durability and performance. Perfect for everyday use.,431.75,15,366.99,USD,584,In Stock,3.4,4379,4.36,Orange,L,No,No,No,2024-02-17,"electronics, lenovo, power bank, premium",https://images.retail-demo.com/electronics/power-bank-3.jpg,https://retail-demo.com/products/prod-000005
PROD-000217,HOM-00217-302,Floyd Minimalist Coffee Table,Floyd,Home & Furniture,Storage,Minimalist Coffee Table by Floyd. High-quality retail product with excellent durability and performance. Perfect for everyday use.,260.47,0,260.47,USD,1070,In Stock,4.7,3646,10.07,Purple,9,Yes,No,No,2023-06-15,"home & furniture, floyd, coffee table, minimalist",https://images.retail-demo.com/home-furniture/coffee-table-1.jpg,https://retail-demo.com/products/prod-000217
PROD-000221,HOM-00221-284,Floyd Contemporary Shelf Brackets,Floyd,Home & Furniture,Living Room,Contemporary Shelf Brackets by Floyd. High-quality retail product with excellent durability and performance. Perfect for everyday use.,701.18,40,420.71,USD,2215,In Stock,4.0,6368,8.04,Red,XS,No,Yes,No,2024-08-24,"home & furniture, floyd, shelf brackets, contemporary",https://images.retail-demo.com/home-furniture/shelf-brackets-5.jpg,https://retail-demo.com/products/prod-000221
PROD-000124,CLO-00124-609,Nike Comfort Blazer,Nike,Clothing & Apparel,Outerwear,Comfort Blazer by Nike. High-quality retail product with excellent durability and performance. Perfect for everyday use.,86.74,5,82.4,USD,248,In Stock,4.5,6830,13.68,Purple,XL,No,Yes,Yes,2024-04-11,"clothing & apparel, nike, blazer, comfort",https://images.retail-demo.com/clothing-apparel/blazer-3.jpg,https://retail-demo.com/products/prod-000124
PROD-000171,FOO-00171-195,Quaker Whole Grain Fish Oil,Quaker,Food & Grocery,Supplements,Whole Grain Fish Oil by Quaker. High-quality retail product with excellent durability and performance. Perfect for everyday use.,26.59,0,26.59,USD,4540,In Stock,3.1,5803,14.99,Green,12,No,Yes,No,2023-08-21,"food & grocery, quaker, fish oil, whole grain",https://images.retail-demo.com/food-grocery/fish-oil-4.jpg,https://retail-demo.com/products/prod-000171
PROD-000415,SPO-00415-271,Fitbit Durable Weight Bench,Fitbit,Sports & Outdoors,Water Sports,Durable Weight Bench by Fitbit. High-quality retail product with excellent durability and performance. Perfect for everyday use.,42.04,10,37.84,USD,430,In Stock,4.5,1905,10.03,Blue,6,No,No,No,2024-03-09,"sports & outdoors, fitbit, weight bench, durable",https://images.retail-demo.com/sports-outdoors/weight-bench-4.jpg,https://retail-demo.com/products/prod-000415
PROD-000177,FOO-00177-712,Heinz Gluten-Free Dried Fruit,Heinz,Food & Grocery,Health Foods,Gluten-Free Dried Fruit by Heinz. High-quality retail product with excellent durability and performance. Perfect for everyday use.,33.61,20,26.89,USD,3678,In Stock,4.6,1216,14.6,Brown,7,No,No,No,2022-03-17,"food & grocery, heinz, dried fruit, gluten-free",https://images.retail-demo.com/food-grocery/dried-fruit-3.jpg,https://retail-demo.com/products/prod-000177
PROD-000163,FOO-00163-117,Quaker Non-GMO Matcha Powder,Quaker,Food & Grocery,Supplements,Non-GMO Matcha Powder by Quaker. High-quality retail product with excellent durability and performance. Perfect for everyday use.,2.56,30,1.79,USD,2348,In Stock,4.4,8782,20.35,Purple,One Size,No,Yes,Yes,2022-07-17,"food & grocery, quaker, matcha powder, non-gmo",https://images.retail-demo.com/food-grocery/matcha-powder-5.jpg,https://retail-demo.com/products/prod-000163
PROD-000239,HOM-00239-635,Burrow Industrial Ceiling Light,Burrow,Home & Furniture,Storage,Industrial Ceiling Light by Burrow. High-quality retail product with excellent durability and performance. Perfect for everyday use.,1048.97,0,1048.97,USD,4813,In Stock,4.6,10213,10.55,Navy,M,No,No,Yes,2022-07-25,"home & furniture, burrow, ceiling light, industrial",https://images.retail-demo.com/home-furniture/ceiling-light-1.jpg,https://retail-demo.com/products/prod-000239
PROD-000261,HOM-00261-723,Restoration Hardware Farmhouse Coffee Table,Restoration Hardware,Home & Furniture,Bedroom,Farmhouse Coffee Table by Restoration Hardware. High-quality retail product with excellent durability and performance. Perfect for everyday use.,253.1,0,253.1,USD,1627,In Stock,4.6,8159,19.47,Gold,7,No,No,Yes,2024-04-19,"home & furniture, restoration hardware, coffee table, farmhouse",https://images.retail-demo.com/home-furniture/coffee-table-3.jpg,https://retail-demo.com/products/prod-000261
PROD-000373,SPO-00373-804,The North Face All-Terrain Hydration Pack,The North Face,Sports & Outdoors,Outdoor & Camping,All-Terrain Hydration Pack by The North Face. High-quality retail product with excellent durability and performance. Perfect for everyday use.,457.08,0,457.08,USD,4013,In Stock,3.4,7202,21.68,Multicolor,L,No,No,No,2022-03-27,"sports & outdoors, the north face, hydration pack, all-terrain",https://images.retail-demo.com/sports-outdoors/hydration-pack-5.jpg,https://retail-demo.com/products/prod-000373
PROD-000383,SPO-00383-582,Columbia Ultra Camping Tent,Columbia,Sports & Outdoors,Gym & Fitness,Ultra Camping Tent by Columbia. High-quality retail product with excellent durability and performance. Perfect for everyday use.,493.95,20,395.16,USD,2398,In Stock,4.7,1068,3.14,Gold,XL,No,No,No,2024-04-27,"sports & outdoors, columbia, camping tent, ultra",https://images.retail-demo.com/sports-outdoors/camping-tent-5.jpg,https://retail-demo.com/products/prod-000383
PROD-000522,AUT-00522-980,Pioneer All-Weather Car Cover,Pioneer,Automotive,Performance,All-Weather Car Cover by Pioneer. High-quality retail product with excellent durability and performance. Perfect for everyday use.,297.59,25,223.19,USD,160,In Stock,4.9,7729,14.67,Red,XL,No,Yes,Yes,2023-11-15,"automotive, pioneer, car cover, all-weather",https://images.retail-demo.com/automotive/car-cover-1.jpg,https://retail-demo.com/products/prod-000522
PROD-000174,FOO-00174-923,Nestlé Gluten-Free Protein Bars,Nestlé,Food & Grocery,International,Gluten-Free Protein Bars by Nestlé. High-quality retail product with excellent durability and performance. Perfect for everyday use.,2.31,20,1.85,USD,3112,In Stock,3.7,10166,8.31,Green,One Size,No,No,No,2023-10-19,"food & grocery, nestlé, protein bars, gluten-free",https://images.retail-demo.com/food-grocery/protein-bars-5.jpg,https://retail-demo.com/products/prod-000174
PROD-000442,TOY-00442-323,Nerf STEM Card Game,Nerf,Toys & Games,Board Games,STEM Card Game by Nerf. High-quality retail product with excellent durability and performance. Perfect for everyday use.,51.89,30,36.32,USD,3331,In Stock,4.5,11361,9.02,Red,9,Yes,Yes,Yes,2024-09-09,"toys & games, nerf, card game, stem",https://images.retail-demo.com/toys-games/card-game-3.jpg,https://retail-demo.com/products/prod-000442
PROD-000179,FOO-00179-326,Kellogg's Gluten-Free Whole Wheat Bread,Kellogg's,Food & Grocery,Health Foods,Gluten-Free Whole Wheat Bread by Kellogg's. High-quality retail product with excellent durability and performance. Perfect for everyday use.,12.65,30,8.86,USD,4712,In Stock,4.1,11271,9.42,Beige,11,No,No,No,2022-02-20,"food & grocery, kellogg's, whole wheat bread, gluten-free",https://images.retail-demo.com/food-grocery/whole-wheat-bread-4.jpg,https://retail-demo.com/products/prod-000179
PROD-000162,FOO-00162-482,Oreo Sugar-Free Rolled Oats,Oreo,Food & Grocery,Beverages,Sugar-Free Rolled Oats by Oreo. High-quality retail product with excellent durability and performance. Perfect for everyday use.,5.25,0,5.25,USD,3735,In Stock,3.0,8290,15.48,Purple,N/A,No,No,No,2022-02-02,"food & grocery, oreo, rolled oats, sugar-free",https://images.retail-demo.com/food-grocery/rolled-oats-1.jpg,https://retail-demo.com/products/prod-000162
PROD-000084,CLO-00084-437,Under Armour Modern Chinos,Under Armour,Clothing & Apparel,Outerwear,Modern Chinos by Under Armour. High-quality retail product with excellent durability and performance. Perfect for everyday use.,245.4,30,171.78,USD,4601,In Stock,3.1,9206,3.14,Green,12,No,Yes,No,2023-08-13,"clothing & apparel, under armour, chinos, modern",https://images.retail-demo.com/clothing-apparel/chinos-5.jpg,https://retail-demo.com/products/prod-000084
PROD-000396,SPO-00396-582,Patagonia Training Gym Gloves,Patagonia,Sports & Outdoors,Cycling,Training Gym Gloves by Patagonia. High-quality retail product with excellent durability and performance. Perfect for everyday use.,536.41,30,375.49,USD,237,In Stock,3.9,2136,1.36,Navy,XS,Yes,No,No,2024-03-13,"sports & outdoors, patagonia, gym gloves, training",https://images.retail-demo.com/sports-outdoors/gym-gloves-2.jpg,https://retail-demo.com/products/prod-000396
PROD-000279,HOM-00279-807,Floyd Minimalist Storage Ottoman,Floyd,Home & Furniture,Storage,Minimalist Storage Ottoman by Floyd. High-quality retail product with excellent durability and performance. Perfect for everyday use.,1967.38,50,983.69,USD,508,In Stock,3.5,13757,7.45,Silver,7,Yes,No,No,2024-07-15,"home & furniture, floyd, storage ottoman, minimalist",https://images.retail-demo.com/home-furniture/storage-ottoman-1.jpg,https://retail-demo.com/products/prod-000279
PROD-000065,ELE-00065-972,Xiaomi Elite Car Charger,Xiaomi,Electronics,Cameras,Elite Car Charger by Xiaomi. High-quality retail product with excellent durability and performance. Perfect for everyday use.,866.24,20,692.99,USD,2691,In Stock,4.3,13960,21.5,Navy,XXL,No,No,Yes,2022-03-15,"electronics, xiaomi, car charger, elite",https://images.retail-demo.com/electronics/car-charger-5.jpg,https://retail-demo.com/products/prod-000065
PROD-000044,ELE-00044-576,Sony Turbo Noise Cancelling Headphones,Sony,Electronics,TV & Home Theater,Turbo Noise Cancelling Headphones by Sony. High-quality retail product with excellent durability and performance. Perfect for everyday use.,2414.71,10,2173.24,USD,3960,In Stock,4.2,8822,20.66,Pink,XL,No,Yes,No,2022-06-27,"electronics, sony, noise cancelling headphones, turbo",https://images.retail-demo.com/electronics/noise-cancelling-headphones-3.jpg,https://retail-demo.com/products/prod-000044
